word,lemma,pos,freq
marlene,Marlene,Noun,211
seçilmektedir,seçilmek,Verb,211
klanının,klân,Noun,211
ennio,Ennio,Noun,211
duvall,Duvall,Noun,211
fakülteye,fakülte,Noun,211
estergon,Estergon,Noun,211
cyrano,Cyrano,Noun,211
geraldine,Geraldine,Noun,211
voyvodası,voyvoda,Noun,211
çekişmeli,çekişmek,Verb,211
akçatepe,Akçatepe,Noun,211
yoko,Yoko,Noun,211
ralston,Ralston,Noun,211
bette,bet,Noun,211
canlısı,canlı,Noun,211
özdoğan,Özdoğan,Noun,211
bildirimi,bildiri,Noun,211
firmasını,firma,Noun,211
kablosu,kablo,Noun,211
liderliğine,lider,Noun,211
meadows,Meadows,Noun,211
kutub,Kutub,Noun,211
heads,Heads,Noun,211
sovyetlere,Sovyet,Noun,211
mesh,mesh,Noun,211
ganj,Ganj,Noun,211
memun,Memu,Noun,211
hızlanma,hızlanmak,Verb,211
pide,pi,Noun,211
kocanın,koca,Noun,211
kamplarda,kamp,Noun,211
peygamberlerin,peygamber,Noun,211
tarife,tarif,Noun,211
destekleri,destek,Noun,211
bankacılığı,Banka,Noun,211
taşımış,taşımak,Adj,211
geleneklerin,gelenek,Noun,211
operasyonların,operasyon,Noun,211
bütçesine,bütçe,Noun,211
artarken,artmak,Adv,211
başvurduğu,başvurmak,Adj,211
alayına,alay,Noun,211
haftalarında,hafta,Noun,211
karşılaşmak,karşı,Noun,211
gelmediği,gelmek,Adj,211
kabuğundan,kabuk,Noun,211
kostümler,kostüm,Noun,211
vazifesi,vazife,Noun,211
mtk,Mtk,Noun,211
büyükelçiler,büyükelçi,Noun,211
sığınmak,sığınmak,Noun,211
nurdağı,Nurdağ,Noun,211
tünelleri,tünel,Noun,211
algılayıcı,algılamak,Adj,211
ödediği,ödemek,Adj,211
perdede,perde,Noun,211
keçiörengücü,Keçiörengücü,Noun,211
bayramören,Bayramören,Noun,211
motorudur,motor,Verb,211
flat,Flat,Noun,211
oyunculardır,oyun,Verb,211
kulübesinde,kulübe,Noun,211
taiwan,Taiwan,Noun,211
voss,Voss,Noun,211
temuçin,Temuçin,Noun,210
üstünlüğüne,üstün,Noun,210
sevdikleri,sevmek,Adj,210
karşılaması,karşılamak,Noun,210
komutanlığının,komutan,Noun,210
ilkelerinin,ilke,Noun,210
uğrarlar,uğramak,Verb,210
zincirler,zincirlemek,Verb,210
döngüsüne,döngü,Noun,210
laktik,laktik,Adj,210
robotu,robot,Noun,210
pragmatik,pragmatik,Adj,210
sınai,sınaî,Adj,210
inandı,inanmak,Verb,210
müzisyenin,müzisyen,Noun,210
çağrıları,Çağrı,Noun,210
kurtulmaya,kurtulmak,Verb,210
netice,netice,Noun,210
başvurur,başvurmak,Verb,210
konar,konmak,Verb,210
ağar,ağmak,Verb,210
kapatılmasına,kapamak,Noun,210
umudunu,umut,Noun,210
bitmez,bitmek,Verb,210
sichuan,Sichuan,Noun,210
ilerisinde,ileri,Noun,210
çağından,çağ,Noun,210
bragg,Bragg,Noun,210
uzantı,uzantı,Noun,210
kullanmaktır,kullanmak,Verb,210
tesadüfi,tesadüfi,Adv,210
yazmalarında,yazma,Noun,210
babalık,baba,Noun,210
denetimleri,denetim,Noun,210
soket,soket,Noun,210
figürün,figür,Noun,210
kötülüğü,kötülük,Noun,210
kaledeki,Kale,Adj,210
şeridinin,şerit,Noun,210
cezzar,Cezzar,Noun,210
duyurulmuş,duyurmak,Adj,210
yelek,yelek,Noun,210
basin,Basin,Noun,210
korgan,Korgan,Noun,210
karakterinden,karakter,Noun,210
ürününün,ürün,Noun,210
meşrubat,meşrubat,Noun,210
kayalara,kaya,Noun,210
piemonte,Piemonte,Noun,210
başıboş,başıboş,Adj,210
somatik,somatik,Noun,210
konsolide,konsolide,Adj,210
değiştirmeden,değişmek,Adv,210
muson,muson,Noun,210
kaymaya,kaymak,Verb,210
sahara,Sahar,Noun,210
kıral,Kıral,Noun,210
abdünnasır,Abdünnasır,Noun,210
mirren,Mirren,Noun,210
dwayne,Dwayne,Noun,210
burhanettin,Burhanettin,Noun,210
hearst,Hearst,Noun,210
canton,Canto,Noun,210
şahinler,şahin,Noun,210
gündemde,gündem,Noun,210
luce,Luce,Noun,210
toplanabilir,top,Verb,210
semaver,semaver,Noun,210
süfyan,Süfyan,Noun,210
songül,Songül,Noun,210
althusser,Althusser,Noun,210
mfö,Mfö,Noun,210
zoey,Zoey,Noun,210
kurbağalar,kurbağa,Noun,210
tekvin,tekvin,Noun,210
ananas,ananas,Noun,210
ağdaş,Ağdaş,Noun,210
yaylada,yayla,Noun,210
mevcudiyeti,mevcudiyet,Noun,210
başarıydı,Başar,Verb,210
kavramlarının,kavram,Noun,210
göynücek,Göynücek,Noun,210
gövdesine,gövde,Noun,210
tencere,tencere,Noun,210
aslanapa,Aslanapa,Noun,210
bebekken,Bebek,Adv,210
arkasını,arka,Noun,210
yapımcılığında,yapım,Noun,210
günahı,günah,Noun,210
siyer,siymek,Verb,210
ipuçlarını,ipuç,Noun,210
madre,Madre,Noun,210
bateristleri,baterist,Noun,210
beklentilerini,beklenti,Noun,210
güveler,güve,Noun,210
taşpınar,Taşpınar,Noun,210
crysis,Crysis,Noun,210
marshmallow,Marshmallow,Noun,210
vergiden,Vergi,Noun,209
boylarına,boy,Noun,209
umarak,ummak,Adv,209
kazakların,Kazak,Noun,209
ruslardan,Rus,Noun,209
halklarına,halk,Noun,209
maddesinden,madde,Noun,209
henrietta,Henrietta,Noun,209
pratiği,pratik,Noun,209
isimlendirildi,isim,Verb,209
eurochallenge,Eurochallenge,Noun,209
tesislerde,tesis,Noun,209
yoğunluğa,yoğun,Noun,209
molekülünün,molekül,Noun,209
incelerken,ince,Adv,209
tasarlanması,tasar,Noun,209
hareketliliği,hareket,Noun,209
davranışlara,davranış,Noun,209
zarının,zar,Noun,209
çekimin,çek,Noun,209
tanıdığını,tanımak,Noun,209
döndürür,dönmek,Verb,209
onar,onar,Num,209
sansürü,sansür,Noun,209
hipnoz,hipnoz,Noun,209
tobruk,Tobruk,Noun,209
hepsinden,hepsi,Pron,209
kantitatif,kantitatif,Adj,209
başlarını,baş,Noun,209
tanımıyla,tanım,Noun,209
duyurmak,duyurmak,Noun,209
ahead,Ahead,Noun,209
öğrencilerle,öğrenci,Noun,209
hazırlanmasına,hazır,Noun,209
liralık,lira,Noun,209
yapılandırılması,yapılandırmak,Noun,209
kelle,kelle,Noun,209
örgüttür,örgüt,Verb,209
küpeli,küpe,Adj,209
hakk,Hakk,Noun,209
koloninin,koloni,Noun,209
konumlanan,konumlanmak,Adj,209
bakanlıklar,bakanlık,Noun,209
yemiş,yemek,Verb,209
çıkartılmış,çıkarmak,Adj,209
kodunun,kod,Noun,209
dengi,denk,Noun,209
acısı,acı,Noun,209
çarkı,çark,Noun,209
hofmann,Hofmann,Noun,209
altman,Altman,Noun,209
yaratılışı,yaramak,Noun,209
cephesini,cephe,Noun,209
murathan,Murathan,Noun,209
çekerler,çeker,Noun,209
simurg,Simurg,Noun,209
bleu,Bleu,Noun,209
alternatifi,alternatif,Noun,209
kentlerini,kent,Noun,209
buzu,buz,Noun,209
insanla,İnsa,Noun,209
yerleşimdir,yerleşim,Verb,209
barlar,bar,Noun,209
sakinlerine,Sakin,Noun,209
atacama,Atacama,Noun,209
dokuya,dokumak,Verb,209
olmamasını,olmak,Noun,209
bestecidir,beste,Verb,209
çevrelenmiştir,çevrelemek,Verb,209
yaser,Yaser,Noun,209
koleksiyoncu,koleksiyon,Noun,209
silverman,Silverman,Noun,209
kristian,Kristian,Noun,209
hodgkin,Hodgkin,Noun,209
taktı,takmak,Verb,209
tomsk,Tomsk,Noun,209
tori,Tori,Noun,209
olmalarının,olmak,Noun,209
füzelerin,füze,Noun,209
köknar,köknar,Noun,209
hadid,Hadid,Noun,209
eriksen,Erik,Verb,209
tanımayı,tanımak,Noun,209
arzı,arz,Noun,209
hemfikirdir,hemfikir,Verb,209
cihatçı,Cihat,Noun,209
smooth,Smooth,Noun,209
motörhead,Motörhead,Noun,209
nüsha,nüsha,Adj,209
sürüsü,sürü,Noun,209
inmiştir,inmek,Verb,209
prodüktörlüğünde,prodüktör,Noun,209
metabolizması,metabolizma,Noun,209
köyüydü,köy,Verb,209
mutfakta,mutfak,Noun,209
izotopu,izotop,Noun,209
amerikanlar,Amerikan,Verb,209
yolculuğunun,yolcu,Noun,209
sosyalistlerin,sosyalist,Noun,209
flashback,flashback,Noun,209
revizyonist,revizyonist,Noun,209
aişe,Aişe,Noun,209
sözünden,söz,Noun,209
sauber,Sauber,Noun,209
satışla,satış,Noun,209
süit,süit,Noun,209
wuhan,Wuhan,Noun,209
asistlik,asist,Noun,209
energie,Energie,Noun,209
ginny,Ginny,Noun,209
lakap,lakap,Noun,208
kuzeyini,kuzey,Noun,208
yansımıştır,yansımak,Verb,208
sekizi,sekiz,Noun,208
mağazasında,mağaza,Noun,208
akademisyenlerin,akademisyen,Noun,208
sömürü,sömürü,Noun,208
eleştirisinde,eleştiri,Noun,208
realizm,realizm,Noun,208
kavramından,kavram,Noun,208
cisimlerinin,cisim,Noun,208
sektörler,sektör,Noun,208
tabanındaki,taban,Adj,208
yahudiliği,Yahudi,Noun,208
üniversitelerden,üniversite,Noun,208
değişikliklerini,değişik,Noun,208
hiyeroglif,hiyeroglif,Noun,208
eğitimle,eğitim,Noun,208
ölünün,ölünmek,Verb,208
ararlar,Arar,Noun,208
motoruyla,motor,Noun,208
milletinin,millet,Noun,208
korutürk,Korutürk,Noun,208
liva,liva,Noun,208
başlangıçtan,başlangıç,Noun,208
basmak,basmak,Noun,208
lordları,Lord,Noun,208
özdeşleşmiş,özdeş,Adj,208
düğmeleri,düğme,Noun,208
adetlik,âdet,Noun,208
izlenimini,izlenim,Noun,208
ağaçlık,ağaç,Noun,208
sarar,sarmak,Verb,208
gulam,Gula,Noun,208
fotoelektrik,fotoelektrik,Noun,208
dermatoloji,dermatoloji,Noun,208
hastalığıdır,hastalık,Verb,208
tetikler,tetiklemek,Verb,208
thkp,Thkp,Noun,208
pinter,Pinter,Noun,208
argun,Argun,Noun,208
ikiden,iki,Noun,208
reina,Reina,Noun,208
kuyumcu,kuyumcu,Noun,208
uçuşlara,uçmak,Noun,208
vermediğini,vermek,Noun,208
colombo,Colombo,Noun,208
yalanlar,yalanlamak,Verb,208
eureka,Eureka,Noun,208
yansır,yansımak,Verb,208
formatlar,formatlamak,Verb,208
merminin,mermi,Noun,208
ortalamanın,ortalama,Noun,208
salonlar,salon,Noun,208
tahtında,taht,Noun,208
bulaş,bulaşmak,Verb,208
tornado,tornado,Noun,208
özgürlüklerini,özgürlük,Noun,208
sudanlı,Sudan,Adj,208
erişimine,erişim,Noun,208
meryl,Meryl,Noun,208
zane,Zane,Noun,208
öğretimini,öğretim,Noun,208
gülçin,Gülçin,Noun,208
beslan,Beslan,Noun,208
geçmeleri,geçmek,Noun,208
sekreterliğine,sekreter,Noun,208
önen,Önen,Noun,208
müdahaleye,müdahale,Noun,208
vine,Vine,Noun,208
camiyi,cami,Noun,208
düzenlemesine,düzenlemek,Noun,208
properties,Properties,Noun,208
antioksidan,antioksidan,Noun,208
karamsar,karamsar,Adj,208
arakan,araka,Noun,208
dörtlüler,dörtlü,Noun,208
maskeleri,maske,Noun,208
adaklı,Adaklı,Noun,208
kaçmasını,kaçmak,Noun,208
aldığına,almak,Noun,208
yoksunluk,yoksun,Noun,208
clio,Clio,Noun,208
fırsatta,fırsat,Noun,208
sertifikaları,sertifika,Noun,208
asiller,asil,Verb,208
tasavvufî,tasavvufî,Noun,208
monitör,monitör,Noun,208
yetkilerinin,yetki,Noun,208
paranaense,Paranaense,Noun,208
siyahlı,siyah,Adj,208
deneyiminin,deneyim,Noun,208
bayır,bayır,Noun,208
moğolcada,Moğolca,Noun,208
takıntılı,takıntı,Adj,208
adamdan,ada,Noun,208
kahramanıdır,kahraman,Verb,208
yeşilhisar,Yeşilhisar,Noun,208
büyükorhan,Büyükorhan,Noun,208
kodeks,kodeks,Noun,208
halefleri,halef,Noun,207
kimilerine,kimi,Pron,207
materyalist,materyalist,Adj,207
çekişmeler,çekişmek,Noun,207
idareyi,idare,Noun,207
marksizmin,Marksizm,Noun,207
atomlarının,atom,Noun,207
fransızcada,Fransızca,Noun,207
dönüştürerek,dönüşmek,Adv,207
çekecek,çekecek,Noun,207
zeminin,Zemin,Noun,207
sinanpaşa,Sinanpaşa,Noun,207
dokunan,dokunmak,Adj,207
hükümdarının,hükümdar,Noun,207
güvenen,güvenmek,Adj,207
işlemiş,işlemek,Adj,207
teknenin,tekne,Noun,207
mallory,Mallory,Noun,207
istasyonlarının,istasyon,Noun,207
ihtiyaçlar,ihtiyaç,Noun,207
deneyimin,deney,Noun,207
hastalıklarla,hastalık,Noun,207
sözcüğüne,sözcük,Noun,207
notalar,notalamak,Verb,207
yayımlayarak,yayımlamak,Adv,207
paylaşılması,paylaşmak,Noun,207
kötüleşen,kötü,Adj,207
müşir,müşir,Adj,207
concord,Concord,Noun,207
gezegeninin,gezegen,Noun,207
haberlerde,haber,Noun,207
belediyesinden,belediye,Noun,207
sarılı,sarı,Adj,207
ölçeğine,ölçek,Noun,207
asala,Asal,Noun,207
geiger,Geiger,Noun,207
livası,liva,Noun,207
illerinin,il,Noun,207
jürinin,jüri,Noun,207
ermenicede,Ermenice,Noun,207
dolardır,dolmak,Verb,207
futbolculardan,futbol,Noun,207
yorumlanan,yorumlamak,Adj,207
veterinerlik,veteriner,Noun,207
cochrane,Cochrane,Noun,207
koordinatör,koordinatör,Noun,207
güçlendiren,güçlenmek,Adj,207
yedeği,yedek,Noun,207
çor,çor,Noun,207
halısı,halı,Noun,207
suyunda,su,Noun,207
seçimlerle,seçim,Noun,207
etkinliktir,etkin,Verb,207
devrik,devrik,Adj,207
devrilen,devirmek,Adj,207
onurlandırılmıştır,onurlanmak,Verb,207
anima,Anima,Noun,207
yetersizdir,yetersiz,Verb,207
cad,Cad,Noun,207
artova,Artova,Noun,207
zirveden,zirve,Noun,207
emtia,emtia,Noun,207
güzeldir,güzel,Verb,207
bebeğe,bebek,Noun,207
konutları,konut,Noun,207
hükûmetlerinde,hükûmet,Noun,207
hunting,Hunting,Noun,207
mültecilere,mülteci,Noun,207
fleur,Fleur,Noun,207
blanchard,Blanchard,Noun,207
sheng,Sheng,Noun,207
pervin,Pervin,Noun,207
haag,Haag,Noun,207
gunther,Gunther,Noun,207
şek,şek,Noun,207
martino,Martino,Noun,207
dixie,Dixie,Noun,207
akü,akü,Noun,207
söküldü,sökülmek,Verb,207
sunmayı,sunmak,Noun,207
sürüme,sürü,Noun,207
rüştiyesi,rüştiye,Noun,207
kasr,Kasr,Noun,207
maclean,Maclean,Noun,207
alamut,Alamut,Noun,207
robyn,Robyn,Noun,207
yerküre,yerküre,Noun,207
yortusu,yortu,Noun,207
azerileri,Azeri,Noun,207
sarayını,saray,Noun,207
eker,Eker,Noun,207
kaslı,kas,Adj,207
istenmiş,is,Verb,207
şarkıcıların,şarkı,Noun,207
vendetta,Vendetta,Noun,207
sonar,sonar,Noun,207
tenli,ten,Adj,207
ağlarda,ağ,Noun,207
düğünlerde,düğün,Noun,207
zürafa,zürafa,Noun,207
gelmeyen,gelmek,Adj,207
muhafazakârlık,muhafazakâr,Noun,207
kitlesini,kitle,Noun,207
evlenirler,ev,Verb,207
üstlenirken,üstlenmek,Adv,207
rakipler,rakip,Noun,207
hangzhou,Hangzhou,Noun,207
aşağılama,aşağılamak,Verb,207
eh,eh,Interj,207
terimidir,Terim,Verb,207
ümmet,ümmet,Noun,207
konfigürasyon,konfigürasyon,Noun,207
trende,tren,Noun,207
hind,Hind,Noun,207
finallerin,final,Noun,207
muafiyet,muafiyet,Noun,207
kızartma,kızartmak,Verb,207
kralına,kral,Noun,206
akıbeti,akıbet,Noun,206
kârlı,Karl,Noun,206
kodlarını,kod,Noun,206
zayıflığı,zayıf,Noun,206
araçlarından,Araç,Noun,206
bitene,bitmek,Noun,206
söyleşiler,söyleşi,Noun,206
gazetelere,gazete,Noun,206
gazinosu,gazino,Noun,206
almada,almak,Noun,206
bölünmesinden,bölmek,Noun,206
fiilin,fiil,Noun,206
harflerini,harf,Noun,206
durkheim,Durkheim,Noun,206
ihtiyacına,ihtiyaç,Noun,206
doğadan,doğa,Noun,206
parçalarıyla,parça,Noun,206
topluluklarına,topluluk,Noun,206
pekiştirdi,pekişmek,Verb,206
üzerineydi,Üzer,Verb,206
sembollerinden,sembol,Noun,206
enerjiden,enerji,Noun,206
zihninde,zihin,Noun,206
metodoloji,metodoloji,Noun,206
toplantısını,toplantı,Noun,206
illegal,illegal,Adj,206
mühendisliğinin,mühendis,Noun,206
zorlaştırır,zor,Verb,206
anlaşmadan,anlaşmak,Adv,206
gelirini,gelir,Noun,206
prim,prim,Noun,206
kılındı,kıl,Verb,206
kanlıca,Kanlıca,Noun,206
parkında,park,Noun,206
müdahalesini,müdahale,Noun,206
sabahat,Sabahat,Noun,206
otlak,otlak,Noun,206
buluyor,bulamak,Verb,206
ışınlarını,Işın,Noun,206
nguyen,Nguyen,Noun,206
üstlenilen,üstlenmek,Adj,206
earle,Earle,Noun,206
altıparmak,Altıparmak,Noun,206
televizyoncu,televizyon,Noun,206
sınıfındaki,sınıf,Adj,206
kuruçay,Kuruçay,Noun,206
uras,Uras,Noun,206
hedefinin,hedef,Noun,206
çağdaşları,çağdaş,Noun,206
mıntıka,mıntıka,Noun,206
yükselmesini,yükselmek,Noun,206
anın,A,Noun,206
koyarlar,koyar,Noun,206
anlaşılmaz,anlaşılmaz,Adj,206
vakfının,vakıf,Noun,206
yoğunlaşması,yoğun,Noun,206
çalması,çalma,Noun,206
içerideki,içeri,Adj,206
kaçırmak,kaçırmak,Noun,206
floransalı,Floransa,Adj,206
giordano,Giordano,Noun,206
imparatorluğunu,imparator,Noun,206
soylularının,soylu,Noun,206
sahanlığı,sahan,Noun,206
tablodur,tablo,Verb,206
donanıma,donanım,Noun,206
fobiler,fobi,Noun,206
köleliği,köle,Noun,206
ayarlı,ayar,Adj,206
yirmili,yirmi,Adj,206
tarabya,Tarabya,Noun,206
büşra,Büşra,Noun,206
sözen,Sözen,Noun,206
nizamettin,Nizamettin,Noun,206
vahit,vahit,Adj,206
ersen,ermek,Verb,206
tilly,Tilly,Noun,206
birleştirmeyi,birleşmek,Noun,206
tarikatına,tarikat,Noun,206
müttefiklere,müttefik,Noun,206
odalarda,oda,Noun,206
patrona,patron,Noun,206
debra,Debra,Noun,206
slate,Slate,Noun,206
brass,Brass,Noun,206
dağdan,dağ,Noun,206
therese,Therese,Noun,206
orkide,Orkid,Noun,206
tapınağında,tapınak,Noun,206
lifli,lif,Adj,206
cimri,cimri,Adj,206
paterson,Paterson,Noun,206
saimbeyli,Saimbeyli,Noun,206
kuznetsov,Kuznetsov,Noun,206
reddedilir,reddetmek,Verb,206
mansûr,Mansur,Noun,206
bells,Bells,Noun,206
yaptırıldığı,yapmak,Adj,206
saygınlık,saygın,Noun,206
kaybetmesiyle,kaybetmek,Noun,206
yalıtılmış,yalıtmak,Adj,206
denklemde,denklem,Noun,206
yerleşmek,yerleşmek,Noun,206
odur,o,Verb,206
kuluçkaya,kuluçka,Noun,206
etinden,et,Noun,206
tamirci,tamir,Noun,206
markasıyla,marka,Noun,206
akropolis,Akropolis,Noun,206
pula,pul,Noun,206
ritimleri,ritim,Noun,206
olsam,olmak,Verb,206
düşünceli,düşünce,Adj,206
geçirmektedir,geçirmek,Verb,206
standartlarında,standart,Noun,206
champs,Champs,Noun,206
hormonları,hormon,Noun,206
otistik,otistik,Adj,206
gönderdiğini,göndermek,Noun,206
etkilerden,etki,Noun,206
diskleri,disk,Noun,206
işaretleyici,işaretlemek,Adj,206
yanak,yanak,Noun,206
yeah,Yeah,Noun,206
tirana,tiran,Noun,206
chez,Chez,Noun,206
guguk,guguk,Noun,206
ebeoğlu,Ebeoğlu,Noun,206
gryffindor,Gryffindor,Noun,206
blank,Blank,Noun,206
görmediğini,görmek,Noun,205
karşılığını,karşılık,Noun,205
karargahına,karargâh,Noun,205
başarmışlardır,başarmak,Verb,205
orlov,Orlov,Noun,205
gerekçelerle,gerekçe,Noun,205
yolladığı,yollamak,Adj,205
sayfayı,sayfa,Noun,205
tekniğine,teknik,Noun,205
scuderia,Scuderia,Noun,205
eton,Eton,Noun,205
ligini,lig,Noun,205
sabitlenmiş,sabit,Adj,205
sütünden,süt,Noun,205
şahitlik,şahit,Noun,205
izlerine,iz,Noun,205
başlanmıştı,baş,Verb,205
hatti,Hatti,Noun,205
karlofça,Karlofça,Noun,205
sayımları,sayım,Noun,205
uğraştığı,uğraşmak,Adj,205
idareye,idare,Noun,205
hüda,Hüda,Noun,205
kulüplere,Kulüp,Noun,205
seslendirdiler,seslenmek,Verb,205
edebiyatından,edebiyat,Noun,205
mediterranean,Mediterranean,Noun,205
ısrarcı,ısrar,Noun,205
kanunda,Kanu,Noun,205
kübra,Kübra,Noun,205
rastlanabilir,rast,Verb,205
testlerin,test,Noun,205
pahalıdır,pahalı,Verb,205
sınırlamak,sınırlamak,Noun,205
sorundur,soru,Verb,205
tepkisine,tepki,Noun,205
mağazalarında,mağaza,Noun,205
capri,Capri,Noun,205
andres,Andres,Noun,205
kumarhane,kumarhane,Noun,205
hyper,Hyper,Noun,205
kayıptır,kayıp,Verb,205
davranışlarda,davranış,Noun,205
derslerinin,ders,Noun,205
akabe,Akabe,Noun,205
mak,Mak,Noun,205
kolaylaştırdı,kolay,Verb,205
lewandowski,Lewandowski,Noun,205
demiryollarının,demiryol,Noun,205
chantal,Chantal,Noun,205
cetvel,cetvel,Noun,205
kamal,Kamal,Noun,205
sadullah,Sadullah,Noun,205
genova,Genova,Noun,205
aerosmith,Aerosmith,Noun,205
dialogue,Dialogue,Noun,205
ivana,İvan,Noun,205
odaların,oda,Noun,205
atinalılar,Atina,Verb,205
motorlara,motor,Noun,205
sarıca,sarı,Adv,205
akil,akil,Adj,205
kurtuba,Kurtuba,Noun,205
fasolu,Faso,Adj,205
burr,Burr,Noun,205
bulunmamaktaydı,bulunmak,Verb,205
kameraman,kameraman,Noun,205
grady,Grady,Noun,205
jima,Jima,Noun,205
dalian,Dalia,Noun,205
laws,Laws,Noun,205
alam,ala,Noun,205
miraç,miraç,Noun,205
nezâreti,nezaret,Noun,205
giyimi,giyim,Noun,205
değiştirmesine,değişmek,Noun,205
uçmak,Uçmak,Noun,205
standartlarının,standart,Noun,205
sarnıcı,sarnıç,Noun,205
zaviye,zaviye,Noun,205
yarışının,yarış,Noun,205
germencik,Germencik,Noun,205
seyrantepe,Seyrantepe,Noun,205
bölmesi,bölme,Noun,205
uğratarak,uğratmak,Adv,205
kurumunda,kurum,Noun,205
frizce,friz,Noun,205
ebola,Ebola,Noun,205
hangisi,hangi,Pron,205
karting,karting,Noun,205
kınandı,kınamak,Verb,205
craft,Craft,Noun,205
alternatifler,alternatif,Noun,205
paylaşarak,paylaşmak,Adv,205
röportajları,röportaj,Noun,205
devlerin,dev,Noun,205
este,es,Noun,205
dedektifi,dedektif,Noun,205
cesetler,ceset,Noun,205
uyarıları,uyarı,Noun,205
sahipler,sahip,Noun,205
buy,buymak,Verb,205
dent,Dent,Noun,205
gem,ge,Noun,205
korozyon,korozyon,Noun,205
gelsenkirchen,Gelsenkirchen,Noun,205
şebab,Şebab,Noun,205
frenleme,frenlemek,Verb,205
bip,bip,Interj,205
kopyasıdır,kopya,Verb,204
defasında,defa,Noun,204
vermemek,vermek,Noun,204
kaydetmiş,kaydetmek,Adj,204
peroksit,peroksit,Noun,204
prolog,prolog,Noun,204
yavaştır,yavaş,Verb,204
çeşitliliğini,çeşitli,Noun,204
hidrofobik,hidrofobik,Noun,204
yorucu,yormak,Adj,204
yumurtanın,yumurta,Noun,204
yılanların,yılan,Noun,204
davranışlarına,davranış,Noun,204
yetersizlik,yetersiz,Noun,204
puanlı,puan,Adj,204
çizgilerinin,çizgi,Noun,204
tavuğu,tavuk,Noun,204
memlükler,Memlük,Noun,204
aselsan,Aselsan,Noun,204
eceabat,Eceabat,Noun,204
birahane,birahane,Noun,204
tdi,Tdi,Noun,204
ağdaki,ağ,Adj,204
pınarhisar,Pınarhisar,Noun,204
atıfla,atıf,Noun,204
konserlerini,konser,Noun,204
avalon,Avalon,Noun,204
etkenlerden,etken,Noun,204
mühendishane,mühendishane,Noun,204
konulduğu,konmak,Adj,204
kayyum,kayyum,Noun,204
karenin,kare,Noun,204
müreffeh,müreffeh,Adj,204
tırmanan,tırmanmak,Adj,204
yoğunlaştığı,yoğun,Adj,204
suçlanmıştır,suçlamak,Verb,204
dansçısı,dans,Noun,204
semtine,semt,Noun,204
taşlıçay,Taşlıçay,Noun,204
etüt,etüt,Noun,204
canova,Canova,Noun,204
okyay,Okyay,Noun,204
kaplamalar,kaplama,Noun,204
benimsenmesi,benimsemek,Noun,204
manzaralar,manzara,Noun,204
kendim,kendi,Pron,204
tepesinden,tepe,Noun,204
köklerinin,kök,Noun,204
yemeğinde,yemek,Noun,204
sağlığında,sağlık,Noun,204
yaşantısı,yaşantı,Noun,204
hamamlar,hamam,Noun,204
zbigniew,Zbigniew,Noun,204
benimsenmiş,benimsemek,Adj,204
yaratılmasına,yaramak,Noun,204
term,Term,Noun,204
geçirgenlik,geçirgen,Noun,204
enstrümanı,enstrüman,Noun,204
yıldıray,Yıldıray,Noun,204
üyelerindendir,üye,Verb,204
estoril,Estoril,Noun,204
cihazının,cihaz,Noun,204
evanjelik,evanjelik,Noun,204
hispanik,Hispanik,Noun,204
satanizm,satanizm,Noun,204
ralf,Ralf,Noun,204
nitelendirilmektedir,nitelendirmek,Verb,204
butto,Butto,Noun,204
zidane,Zidane,Noun,204
arşidükü,arşidük,Noun,204
bolşoy,Bolşoy,Noun,204
tüpleri,tüp,Noun,204
teknikle,Teknik,Noun,204
jarrett,Jarrett,Noun,204
birkan,Birkan,Noun,204
rowe,Rowe,Noun,204
adonis,Adonis,Noun,204
lotte,Lotte,Noun,204
hayley,Hayley,Noun,204
sdp,Sdp,Noun,204
celine,celi,Noun,204
öldürülmüştü,ölmek,Verb,204
tommaso,Tommaso,Noun,204
akadca,Akad,Noun,204
arabacı,araba,Noun,204
koparmada,koparmak,Noun,204
ressamdı,ressam,Verb,204
parkuru,parkur,Noun,204
hocalık,hoca,Noun,204
hâkimliği,hakim,Noun,204
fuzuli,fuzulî,Noun,204
fethetmek,fethetmek,Noun,204
sözlere,söz,Noun,204
bayılır,bayılmak,Verb,204
deer,Deer,Noun,204
essentials,Essentials,Noun,204
yayınlandığında,yayın,Noun,204
sanatlarında,sanat,Noun,204
adlandırılıyordu,adlanmak,Verb,204
görüntüye,görüntü,Noun,204
çandır,çandır,Adj,204
öpücük,öpücük,Noun,204
mevzileri,mevzi,Noun,204
climate,Climate,Noun,204
dalgalanma,dalgalanmak,Verb,204
müzikalde,müzikal,Noun,204
sıcaklıklara,sıcaklık,Noun,204
şoke,şoke,Adj,204
dişlerinin,diş,Noun,204
hikâyelerinin,hikâye,Noun,204
yorumladığı,yorumlamak,Adj,204
müsabakalarının,müsabaka,Noun,204
suikastçılar,suikast,Noun,204
asarcık,Asarcık,Noun,204
sinirin,sinir,Noun,204
sasuke,Sasuke,Noun,204
kalibreli,kalibre,Adj,204
karamel,Karamel,Noun,204
altsınıfına,altsınıf,Noun,204
etmeyerek,etmek,Adv,203
attığını,atmak,Noun,203
başkurtlar,Başkurt,Noun,203
örgütlenen,örgütlemek,Adj,203
bardakçı,bardak,Noun,203
internetin,İnternet,Noun,203
kitlelerin,kitle,Noun,203
çabasıyla,çaba,Noun,203
emeğin,emek,Noun,203
sonucunun,sonuç,Noun,203
kimyanın,kimya,Noun,203
